"","clusterID_seq","window_type","watershed","year","catchment_km2","TO","Nhat","t","surveyPeriod","SWA","VA","NDVI","riparian_area_m2","dam_km","clusterID_unique","clusterID_num","stream","sampleEvent","year_id","damPresence","sampleEvent_new","logSWA","y","y_veg","dam_km_std"
"30",5,"undammed","WC",2019,844.5446,34.007423501777,0,6,"196",858.878254146202,12948.0381052653,0.286828001146125,2813.72452360392,0,"2019.WC.5",52,6,2,1,0,2,6.75679081428001,1,1,-0.939641437061175
"31",5,"undammed","WC",2019,844.5446,34.007423501777,0,7,"197",1138.96651016614,14122.6212501376,0.285501914796365,2813.72452360392,0,"2019.WC.5",52,6,3,1,0,3,7.03875416390978,1,1,-0.939641437061175
"32",5,"undammed","WC",2019,844.5446,34.007423501777,0,8,"198",2216.69724284925,13315.5651625091,0.359399801070717,2813.72452360392,0,"2019.WC.5",52,6,4,1,0,4,7.70422465852536,1,1,-0.939641437061175
"33",6,"dammed","WC",2019,844.119,37.9058602928293,1.15275340054945,5,"195",470.03333662912,7762.8372876934,0.244877796461562,3560.12986496091,4.6110136021978,"2019.WC.6",61,6,1,1,1,1,6.15492886991752,1,1,0.525617194067432
"34",6,"dammed","WC",2019,844.119,37.9058602928293,1.15275340054945,6,"196",1564.43593369255,9680.29934997559,0.255929051453859,3560.12986496091,4.6110136021978,"2019.WC.6",61,6,2,1,1,2,7.3559196160661,1,1,0.525617194067432
"35",6,"dammed","WC",2019,844.119,37.9058602928293,1.15275340054945,7,"197",1819.81263690906,10868.9076333139,0.269032504158404,3560.12986496091,4.6110136021978,"2019.WC.6",61,6,3,1,1,3,7.50703818421387,1,1,0.525617194067432
"36",6,"dammed","WC",2019,844.119,37.9058602928293,1.15275340054945,8,"198",2748.04339036334,9905.83747385062,0.356711213429777,3560.12986496091,4.6110136021978,"2019.WC.6",61,6,4,1,1,4,7.91900827209428,1,1,0.525617194067432
"37",6,"undammed","WC",2019,843.8602,34.5231316632249,0,5,"195",584.653205136692,5514.27642223882,0.24383537321401,3206.95258781314,0,"2019.WC.6",61,6,1,1,0,1,6.37272781428618,1,1,-0.939641437061175
"38",6,"undammed","WC",2019,843.8602,34.5231316632249,0,6,"196",1395.12106514164,10919.5990097046,0.232662657779148,3206.95258781314,0,"2019.WC.6",61,6,2,1,0,2,7.24145300244294,1,1,-0.939641437061175
"39",6,"undammed","WC",2019,843.8602,34.5231316632249,0,7,"197",1732.71103690185,13540.587979126,0.256719639835991,3206.95258781314,0,"2019.WC.6",61,6,3,1,0,3,7.45801949806828,1,1,-0.939641437061175
